SampleCode,ChemCode,OriginalChemName,Prefix,Result,Result_Unit,Total_or_Filtered,Result_Type,Method_Type,Method_Name,Extraction_Date,Analysed_Date,EQL,EQL_Units,Comments,Lab_Qualifier,UCL,LCL
QC-4563689-001_EM2216763,"Chlorophyllb","Chlorophyll b",<,1,mg/m³,T,REG,"Chlorophyll a, b and c","EP008: Chlorophyll",,06-Sep-22,1,mg/m³,,,,
QC-4564623-003_EM2216763,"TDS","Total Dissolved Solids @180°C",,108,%,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,%,,,118,81.6
QC-4564623-005_EM2216763,"TDS","Total Dissolved Solids @180°C",,56800,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,mg/L,,,,
QC-4564623-016_EM2216763,"TDS","Total Dissolved Solids @180°C",,7020,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,mg/L,,,,
QC-4564623-027_EM2216763,"TDS","Total Dissolved Solids @180°C",,104,%,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,%,,,110,91.0
QC-4564623-029_EM2216763,"TDS","Total Dissolved Solids @180°C",,4740,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,mg/L,,,,
QC-4564623-040_EM2216763,"TDS","Total Dissolved Solids @180°C",,275,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,mg/L,,,,
QC-4565013-001_EM2216763,"ALK_CACO3","Total Alkalinity as CaCO3",,93.0,%,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,%,,,116,85.0
QC-4565013-015_EM2216763,"ALK_HYDROXIDE_CaCO3","Hydroxide Alkalinity as CaCO3",<,1,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-4565013-015_EM2216763,"ALK_CARBONATE_CaCO3","Carbonate Alkalinity as CaCO3",<,1,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-4565013-015_EM2216763,"ALK_BICARB_CaCO3","Bicarbonate Alkalinity as CaCO3",,67,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-4565013-015_EM2216763,"ALK_CACO3","Total Alkalinity as CaCO3",,67,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-MRG2-4556429002_EM2216763,"14797-65-0(as N)","Nitrite as N",,104,%,T,REG,"Nitrite as N by Discrete Analyser","EK057G:  Nitrite as N by Discrete Analyser",02-Sep-22,02-Sep-22,0.01,%,,,112,90.9
QC-MRG2-4556430002_EM2216763,"16887-00-6","Chloride",,102,%,T,REG,"Chloride by Discrete Analyser","ED045G: Chloride by Discrete Analyser",02-Sep-22,03-Sep-22,1,%,,,115,85.0
QC-MRG2-4556430003_EM2216763,"16887-00-6","Chloride",,106,%,T,REG,"Chloride by Discrete Analyser","ED045G: Chloride by Discrete Analyser",02-Sep-22,03-Sep-22,1,%,,,122,85.0
QC-MRG2-4558551001_EM2216763,"TKN","Total Kjeldahl Nitrogen as N",<,0.1,mg/L,T,REG,"Total Kjeldahl Nitrogen as N By Discrete Analyser","EK061G: Total Kjeldahl Nitrogen By Discrete Analyser",06-Sep-22,06-Sep-22,0.1,mg/L,,,,
QC-MRG2-4558551001_EM2216763,"7723-14-0(as P)","Total Phosphorus as P",<,0.01,mg/L,T,REG,"Total Phosphorus as P By Discrete Analyser","EK067G: Total Phosphorus as P by Discrete Analyser",06-Sep-22,06-Sep-22,0.01,mg/L,,,,
QC-MRG2-4558551002_EM2216763,"TKN","Total Kjeldahl Nitrogen as N",,73.2,%,T,REG,"Total Kjeldahl Nitrogen as N By Discrete Analyser","EK061G: Total Kjeldahl Nitrogen By Discrete Analyser",06-Sep-22,06-Sep-22,0.1,%,,,117,70.0
QC-MRG2-4558551002_EM2216763,"7723-14-0(as P)","Total Phosphorus as P",,96.7,%,T,REG,"Total Phosphorus as P By Discrete Analyser","EK067G: Total Phosphorus as P by Discrete Analyser",06-Sep-22,06-Sep-22,0.01,%,,,114,71.9
QC-MRG2-4558552015_EM2216763,"TKN","Total Kjeldahl Nitrogen as N",,4.4,mg/L,T,REG,"Total Kjeldahl Nitrogen as N By Discrete Analyser","EK061G: Total Kjeldahl Nitrogen By Discrete Analyser",06-Sep-22,06-Sep-22,1.0,mg/L,,,,
QC-MRG2-4558552015_EM2216763,"7723-14-0(as P)","Total Phosphorus as P",,0.35,mg/L,T,REG,"Total Phosphorus as P By Discrete Analyser","EK067G: Total Phosphorus as P by Discrete Analyser",06-Sep-22,06-Sep-22,0.10,mg/L,,,,
QC-MRG2-4559796001_EM2216763,"7664-41-7 (as N)","Ammonia as N",<,0.02,mg/L,T,REG,"Ammonia as N (Saline Water)","EK055G-SW: Ammonia as N by Discrete Analyser in Saline Water",05-Sep-22,07-Sep-22,0.02,mg/L,,,,
QC-MRG2-4559796001_EM2216763,"NO3+NO2 (as N)","Nitrite + Nitrate as N",<,0.01,mg/L,T,REG,"Nitrite and Nitrate as N (NOx) by Discrete Analyse","EK059G:  Nitrite plus Nitrate as N (NOx)  by Discrete Analyser",05-Sep-22,06-Sep-22,0.01,mg/L,,,,
QC-MRG2-4559796004_EM2216763,"7664-41-7 (as N)","Ammonia as N",<,0.02,mg/L,T,REG,"Ammonia as N (Saline Water)","EK055G-SW: Ammonia as N by Discrete Analyser in Saline Water",05-Sep-22,07-Sep-22,0.02,mg/L,,,,
QC-MRG2-4559796004_EM2216763,"NO3+NO2 (as N)","Nitrite + Nitrate as N",,0.06,mg/L,T,REG,"Nitrite and Nitrate as N (NOx) by Discrete Analyse","EK059G:  Nitrite plus Nitrate as N (NOx)  by Discrete Analyser",05-Sep-22,06-Sep-22,0.01,mg/L,,,,
QC-MRG2-4559796015_EM2216763,"7664-41-7 (as N)","Ammonia as N",<,0.02,mg/L,T,REG,"Ammonia as N (Saline Water)","EK055G-SW: Ammonia as N by Discrete Analyser in Saline Water",05-Sep-22,07-Sep-22,0.02,mg/L,,,,
QC-MRG2-4559796015_EM2216763,"NO3+NO2 (as N)","Nitrite + Nitrate as N",<,0.01,mg/L,T,REG,"Nitrite and Nitrate as N (NOx) by Discrete Analyse","EK059G:  Nitrite plus Nitrate as N (NOx)  by Discrete Analyser",05-Sep-22,06-Sep-22,0.01,mg/L,,,,
QC-MRG2-4561737002_EM2216763,"TDS","Total Dissolved Solids @180°C",,99.8,%,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",06-Sep-22,06-Sep-22,10,%,,,110,91.0
QC-MRG2-4561737005_EM2216763,"TDS","Total Dissolved Solids @180°C",,4850,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",06-Sep-22,06-Sep-22,10,mg/L,,,,
QC-MRG2-4561737026_EM2216763,"TDS","Total Dissolved Solids @180°C",<,10,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",06-Sep-22,06-Sep-22,10,mg/L,,,,
QC-MRG2-4564623002_EM2216763,"TDS","Total Dissolved Solids @180°C",,104,%,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,%,,,110,91.0
QC-MRG2-4564623026_EM2216763,"TDS","Total Dissolved Solids @180°C",<,10,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,mg/L,,,,
QC-MRG2-4565014004_EM2216763,"ALK_HYDROXIDE_CaCO3","Hydroxide Alkalinity as CaCO3",<,1,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-MRG2-4565014004_EM2216763,"ALK_CARBONATE_CaCO3","Carbonate Alkalinity as CaCO3",<,1,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-MRG2-4565014004_EM2216763,"ALK_BICARB_CaCO3","Bicarbonate Alkalinity as CaCO3",,196,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-MRG2-4565014004_EM2216763,"ALK_CACO3","Total Alkalinity as CaCO3",,196,mg/L,T,REG,"Alkalinity by Auto Titrator","ED037P: Alkalinity by PC Titrator",07-Sep-22,07-Sep-22,1,mg/L,,,,
QC-MRG3-4556428004_EM2216763,"16887-00-6","Chloride",,4580,mg/L,T,REG,"Chloride by Discrete Analyser","ED045G: Chloride by Discrete Analyser",02-Sep-22,03-Sep-22,1,mg/L,,,,
QC-MRG3-4556428004_EM2216763,"ReactiveSilica","Reactive Silica",,2.73,mg/L,T,REG,"Silica (Reactive) by Discrete Analyser","EG052G: Silica by Discrete Analyser",02-Sep-22,06-Sep-22,0.05,mg/L,,,,
QC-MRG3-4556428004_EM2216763,"14797-65-0(as N)","Nitrite as N",,0.01,mg/L,T,REG,"Nitrite as N by Discrete Analyser","EK057G:  Nitrite as N by Discrete Analyser",02-Sep-22,02-Sep-22,0.01,mg/L,,,,
QC-MRG3-4561737001_EM2216763,"TDS","Total Dissolved Solids @180°C",<,10,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",06-Sep-22,06-Sep-22,10,mg/L,,,,
QC-MRG3-4564623001_EM2216763,"TDS","Total Dissolved Solids @180°C",<,10,mg/L,T,REG,"Total Dissolved Solids (High Level)","EA015: Total Dissolved Solids dried at 180 ± 5 °C",07-Sep-22,07-Sep-22,10,mg/L,,,,
QC-MRG5-4556428001_EM2216763,"16887-00-6","Chloride",<,1,mg/L,T,REG,"Chloride by Discrete Analyser","ED045G: Chloride by Discrete Analyser",02-Sep-22,03-Sep-22,1,mg/L,,,,
QC-MRG5-4556428001_EM2216763,"ReactiveSilica","Reactive Silica",<,0.05,mg/L,T,REG,"Silica (Reactive) by Discrete Analyser","EG052G: Silica by Discrete Analyser",02-Sep-22,06-Sep-22,0.05,mg/L,,,,
QC-MRG5-4556428001_EM2216763,"14797-65-0(as N)","Nitrite as N",<,0.01,mg/L,T,REG,"Nitrite as N by Discrete Analyser","EK057G:  Nitrite as N by Discrete Analyser",02-Sep-22,02-Sep-22,0.01,mg/L,,,,
