siteCode,siteLatitude,siteLongitude,siteID,siteDate,plantsPresent,siteAccess,Seasonal.Sample::bagNumber,Seasonal.Sample::biomassDW,Seasonal.Sample::seedCountR_megacarpa,Seasonal.Sample::seedCountR_tuberosa,Seasonal.Sample::flowerCountAlthenia,Seasonal.Sample::flowerCountRuppia,Seasonal.Sample::fruitCountRuppia,Seasonal.Sample::shootCount,Seasonal.Sample::turionT2Count,Seasonal.Sample::turionT1Count
,,,,,,,1184,0.22121,4,0,0,1,0,254,0,42
,,,,,,,1183,0.44974,2,0,0,1,0,320,0,70
,,,,,,,1251,0.15353,0,1,7,0,0,213,0,7
A–1201,-35.976817,139.528371,C6AEDE3F-4F50-4186-A31C-291241CFC80F,2020-10-15,1,Ambulatory,1201,,,,,,,,,
,,,,,,,1202,,,,,,,,,
,,,,,,,1203,,,,,,,,,
,,,,,,,1204,,,,,,,,,
,,,,,,,1205,,,,,,,,,
,,,,,,,1206,,,,,,,,,
,,,,,,,1207,,,,,,,,,
,,,,,,,1208,,,,,,,,,
,,,,,,,1209,,,,,,,,,
,,,,,,,1210,,,,,,,,,
,,,,,,,1211,,,,,,,,,
,,,,,,,1212,,,,,,,,,
,,,,,,,1213,,,,,,,,,
,,,,,,,1214,,,,,,,,,
,,,,,,,1215,,,,,,,,,
A–1216,-35.974527,139.528106,A008A4B3-98B7-49DD-9EAC-24346AC6683F,2020-10-15,1,Ambulatory,1216,,,,,,,,,
,,,,,,,1217,,,,,,,,,
,,,,,,,1218,,,,,,,,,
,,,,,,,1219,,,,,,,,,
,,,,,,,1220,,,,,,,,,
,,,,,,,1221,,,,,,,,,
,,,,,,,1222,,,,,,,,,
,,,,,,,1223,,,,,,,,,
,,,,,,,1224,,,,,,,,,
,,,,,,,1225,,,,,,,,,
,,,,,,,1226,,,,,,,,,
,,,,,,,1227,,,,,,,,,
,,,,,,,1230,,,,,,,,,
,,,,,,,1229,,,,,,,,,
,,,,,,,1228,,,,,,,,,
A–1231,-35.972472,139.52699,3789EA92-F965-49EE-A0B1-A41FE7DD007A,2020-10-15,1,Ambulatory,1231,0.06272,0,1,0,0,0,49,0,0
,,,,,,,1235,0.16052,0,0,0,0,0,55,0,1
,,,,,,,1236,0.29184,0,0,0,0,0,96,0,0
,,,,,,,1238,0.19745,0,0,0,0,0,47,0,0
,,,,,,,1240,0.03818,0,0,0,0,0,16,0,0
,,,,,,,1239,0.19362,5,1,0,0,0,70,0,0
,,,,,,,1244,0.00023,0,1,0,0,0,1,0,0
,,,,,,,1237,0,1,2,0,0,0,0,0,0
,,,,,,,1243,0.01041,0,0,0,0,0,15,0,0
,,,,,,,1245,0.18663,0,0,0,0,0,19,0,0
,,,,,,,1241,0.02843,0,0,0,0,0,21,0,0
,,,,,,,1242,0,0,0,0,0,0,0,0,0
,,,,,,,1232,0.06849,0,0,0,0,0,39,0,0
,,,,,,,1234,0,0,0,0,0,0,0,0,0
,,,,,,,1233,0,0,0,0,0,0,0,0,0
A–1256,-35.786548,139.303651,D8E96062-FA78-41F1-8B56-A4AA39039F44,2020-10-16,1,Ambulatory,1256,0,0,0,0,0,0,0,0,0
,,,,,,,1255,0.9654,0,0,0,4,0,404,0,0
,,,,,,,1254,0.3593,0,0,0,0,0,201,0,0
,,,,,,,1253,0.4049,0,0,0,2,0,310,0,0
,,,,,,,1252,1.1673,0,0,0,8,0,577,0,2
A–1320,-36.051554,139.580051,A849F326-0CCD-49C6-966D-69CD54F91626,2020-10-14,1,Ambulatory,1320,,,,,,,,,
,,,,,,,1319,,,,,,,,,
,,,,,,,1318,,,,,,,,,
,,,,,,,1317,,,,,,,,,
,,,,,,,1316,,,,,,,,,
,,,,,,,1315,,,,,,,,,
,,,,,,,1314,,,,,,,,,
,,,,,,,1313,,,,,,,,,
,,,,,,,1312,,,,,,,,,
,,,,,,,1311,,,,,,,,,
,,,,,,,1310,,,,,,,,,
,,,,,,,650,,,,,,,,,
,,,,,,,649,,,,,,,,,
,,,,,,,648,,,,,,,,,
,,,,,,,647,,,,,,,,,
A–1335,-36.04982,139.578111,934CCA5C-723F-406B-A9F4-5C57343E212F,2020-10-14,1,Ambulatory,1335,,,,,,,,,
,,,,,,,1334,,,,,,,,,
,,,,,,,1333,,,,,,,,,
,,,,,,,1332,,,,,,,,,
,,,,,,,1331,,,,,,,,,
,,,,,,,1330,,,,,,,,,
,,,,,,,1329,,,,,,,,,
,,,,,,,1328,,,,,,,,,
,,,,,,,1327,,,,,,,,,
,,,,,,,1326,,,,,,,,,
,,,,,,,1325,,,,,,,,,
,,,,,,,1324,,,,,,,,,
,,,,,,,1323,,,,,,,,,
,,,,,,,1322,,,,,,,,,
,,,,,,,1321,,,,,,,,,
A–1350,-36.059299,139.585634,7E3D34A4-8EE4-4BDE-90D6-E2A5C7B5BA0A,2020-10-14,1,Ambulatory,1350,,,,,,,,,
,,,,,,,1349,,,,,,,,,
,,,,,,,1348,,,,,,,,,
,,,,,,,1347,,,,,,,,,
,,,,,,,1346,,,,,,,,,
,,,,,,,1345,,,,,,,,,
,,,,,,,1344,,,,,,,,,
,,,,,,,1343,,,,,,,,,
,,,,,,,1342,,,,,,,,,
,,,,,,,1341,,,,,,,,,
,,,,,,,1340,,,,,,,,,
,,,,,,,1339,,,,,,,,,
,,,,,,,1338,,,,,,,,,
,,,,,,,1337,,,,,,,,,
,,,,,,,1336,,,,,,,,,
A–1351,-36.080276,139.60032,E2D88FFB-1C98-4509-81CF-3CF5F688077D,2020-10-13,1,Ambulatory,1351,,,,,,,,,
,,,,,,,1400,,,,,,,,,
,,,,,,,351,0.00195,0,0,0,0,0,4,0,0
,,,,,,,352,0.29548,1,0,0,0,0,68,0,0
,,,,,,,353,0.29032,0,2,0,0,0,38,0,0
,,,,,,,354,,,,,,,,,
,,,,,,,355,0.16535,0,0,0,0,0,21,0,0
,,,,,,,356,,,,,,,,,
,,,,,,,357,0.08115,0,12,0,0,0,19,0,0
,,,,,,,358,0.19225,0,2,0,0,0,30,0,0
,,,,,,,359,0.0339,0,0,0,0,0,12,0,0
,,,,,,,360,,,,,,,,,
,,,,,,,361,0.02563,0,3,0,0,0,12,0,0
,,,,,,,362,0.02464,0,5,0,0,0,20,0,0
,,,,,,,363,,,,,,,,,
A–1404,-35.998838,139.499496,5E7CA5A5-A6D3-44BC-A4A8-8D76D6EFA190,2020-10-15,1,Boat,1404,,,,,,,,,
,,,,,,,1405,,,,,,,,,
,,,,,,,1406,,,,,,,,,
,,,,,,,1407,,,,,,,,,
,,,,,,,1408,,,,,,,,,
,,,,,,,1409,,,,,,,,,
,,,,,,,1410,,,,,,,,,
,,,,,,,1411,,,,,,,,,
,,,,,,,1412,,,,,,,,,
,,,,,,,1413,,,,,,,,,
,,,,,,,1414,,,,,,,,,
,,,,,,,1415,,,,,,,,,
,,,,,,,1416,,,,,,,,,
,,,,,,,1417,,,,,,,,,
,,,,,,,1418,,,,,,,,,
A–1419,-35.995266,139.492513,A5A881E1-3AD2-4026-A1B1-C94E13ED5A53,2020-10-15,1,Boat,1419,,,,,,,,,
,,,,,,,1420,,,,,,,,,
,,,,,,,1421,,,,,,,,,
,,,,,,,1422,,,,,,,,,
,,,,,,,1423,,,,,,,,,
,,,,,,,1424,,,,,,,,,
,,,,,,,1425,,,,,,,,,
,,,,,,,1426,,,,,,,,,
,,,,,,,1427,,,,,,,,,
,,,,,,,1428,,,,,,,,,
,,,,,,,1429,,,,,,,,,
,,,,,,,1430,,,,,,,,,
,,,,,,,1431,,,,,,,,,
,,,,,,,1432,,,,,,,,,
,,,,,,,1433,,,,,,,,,
A–1434,-35.896856,139.399672,821FFD63-7AA5-424A-B440-77404033DFF6,2020-10-15,1,Boat,1434,,,,,,,,,
,,,,,,,1435,,,,,,,,,
,,,,,,,1436,,,,,,,,,
,,,,,,,1437,,,,,,,,,
,,,,,,,1438,,,,,,,,,
,,,,,,,1439,,,,,,,,,
,,,,,,,1440,,,,,,,,,
,,,,,,,1441,,,,,,,,,
,,,,,,,1442,,,,,,,,,
,,,,,,,1443,,,,,,,,,
,,,,,,,1444,,,,,,,,,
,,,,,,,1445,,,,,,,,,
,,,,,,,1446,,,,,,,,,
,,,,,,,1447,,,,,,,,,
,,,,,,,1448,,,,,,,,,
A–1449,-35.896219,139.399099,F3DC34BD-9EE8-4448-921B-7C12EFCA6617,2020-10-15,1,Boat,1449,,,,,,,,,
,,,,,,,1450,,,,,,,,,
,,,,,,,1451,,,,,,,,,
,,,,,,,1452,,,,,,,,,
,,,,,,,1453,,,,,,,,,
,,,,,,,1454,,,,,,,,,
,,,,,,,1455,,,,,,,,,
,,,,,,,1456,,,,,,,,,
,,,,,,,1457,,,,,,,,,
,,,,,,,1458,,,,,,,,,
,,,,,,,1459,,,,,,,,,
,,,,,,,1460,,,,,,,,,
,,,,,,,1461,,,,,,,,,
,,,,,,,1462,,,,,,,,,
,,,,,,,1463,,,,,,,,,
A–1464,-35.887818,139.397492,257990E2-430D-41D3-BC4A-126AE9628B1B,2020-10-15,1,Boat,1464,0.29697,1,3,0,0,0,96,0,18
,,,,,,,1465,0.35549,0,4,0,0,0,132,0,10
,,,,,,,1466,0.38199,1,4,0,0,0,73,0,25
,,,,,,,1467,0.25562,1,7,1,0,0,47,0,0
,,,,,,,1468,0.58008,1,16,0,0,0,78,0,4
,,,,,,,1469,0.36049,1,5,0,0,0,58,0,4
,,,,,,,1470,0.17157,0,5,0,1,0,162,0,18
,,,,,,,1471,0.33203,0,3,0,0,0,40,0,4
,,,,,,,1472,0.42018,0,3,0,0,0,172,0,32
,,,,,,,1473,0.45264,0,9,1,0,0,157,0,7
,,,,,,,1474,0.48158,0,0,0,0,0,196,0,14
,,,,,,,1475,0.12801,0,13,0,0,0,26,0,0
,,,,,,,1476,0.10896,0,5,0,0,0,72,0,5
,,,,,,,1477,0.33675,0,3,0,0,0,105,0,0
,,,,,,,1478,0.24105,0,3,0,0,0,77,0,6
A–1479,-35.887039,139.397139,723C7ED9-2E24-41FB-8301-76CE2E2500F9,2020-10-15,1,Boat,1479,0.04172,0,6,0,0,0,17,0,0
,,,,,,,1480,0.15216,0,5,0,0,0,45,0,0
,,,,,,,1481,0.10383,0,0,0,0,0,45,0,8
,,,,,,,1482,0.07079,0,4,0,0,0,62,0,0
,,,,,,,1483,0.33547,1,2,0,0,0,152,0,27
,,,,,,,1484,0.16466,0,16,0,0,0,31,0,3
,,,,,,,1485,0.24018,0,2,0,0,0,76,0,26
,,,,,,,1486,0.09502,1,5,0,0,0,61,0,0
,,,,,,,1487,0.01617,0,2,0,0,0,23,0,4
,,,,,,,1488,0.07515,0,0,0,0,0,35,0,8
,,,,,,,1489,0.10156,0,8,0,0,0,44,0,0
,,,,,,,1490,0.09819,0,7,0,0,0,30,0,10
,,,,,,,1491,0.11536,0,1,0,0,0,73,0,0
,,,,,,,1492,0.12902,0,0,0,0,0,74,0,17
,,,,,,,1493,0.04593,0,0,0,0,0,46,0,7
A–1494,-35.90972,139.451753,52FD16F4-B4A3-4F91-98A5-31F2688B5013,2020-10-15,1,Ambulatory,1494,0,0,0,0,0,0,0,0,0
,,,,,,,1495,0.00884,1,14,0,0,0,56,0,0
,,,,,,,1496,0.01457,0,0,0,0,0,24,0,0
,,,,,,,1497,0.01485,1,14,0,0,0,56,0,0
,,,,,,,1498,0.00434,0,18,0,0,0,12,0,0
,,,,,,,1499,0,0,0,0,0,0,0,0,0
,,,,,,,1500,0,0,0,0,0,0,0,0,0
,,,,,,,1501,0,0,0,0,0,0,0,0,0
,,,,,,,1502,0,0,0,0,0,0,0,0,0
,,,,,,,1503,0,0,3,0,0,0,0,0,0
,,,,,,,1504,0.002,0,0,0,0,0,11,0,0
,,,,,,,1505,0.0223,0,0,0,0,0,63,0,0
,,,,,,,1506,0,0,0,0,0,0,0,0,0
,,,,,,,1507,0,0,0,0,0,0,0,0,0
,,,,,,,1508,0,0,0,0,0,0,0,0,0
A–1509,-35.911207,139.45276,F5A3FAF8-8CE0-4261-8922-5A130BF0634A,2020-10-15,1,Ambulatory,1509,0.03844,0,0,0,0,0,63,0,6
,,,,,,,1510,0.04834,0,0,0,0,0,130,0,0
,,,,,,,1511,0.10622,0,0,0,0,0,58,0,28
,,,,,,,1512,0.16905,0,1,0,0,0,40,0,54
,,,,,,,1513,0.01893,0,0,0,0,0,51,0,4
,,,,,,,1514,0.41661,1,0,0,0,0,94,0,4
,,,,,,,1517,0.01655,0,14,0,0,0,37,0,0
,,,,,,,1518,0.06213,0,9,0,0,0,36,0,0
,,,,,,,1519,0,0,8,0,0,0,0,0,0
,,,,,,,1520,0.04827,0,0,0,0,0,82,0,12
,,,,,,,1521,0.05625,0,0,0,0,0,151,0,12
,,,,,,,1522,0.5617,0,7,0,0,0,123,0,3
,,,,,,,1523,0.01295,0,16,0,0,0,23,0,0
,,,,,,,1515,0.10347,0,0,0,0,0,16,0,0
,,,,,,,1516,0.02655,0,0,0,0,0,87,0,0
A–1524,-35.91124,139.456563,727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,2020-10-15,1,Ambulatory,1524,0,0,1,0,0,0,0,0,0
,,,,,,,1525,0.02448,0,3,0,0,0,50,0,0
,,,,,,,1526,0,0,1,0,0,0,0,0,0
,,,,,,,1527,0,0,2,0,0,0,0,0,0
,,,,,,,1528,0.00094,0,6,0,0,0,1,0,0
,,,,,,,1529,0.06211,0,1,0,0,0,37,0,0
,,,,,,,1530,0,0,1,0,0,0,0,0,0
,,,,,,,1531,0,0,0,0,0,0,0,0,0
,,,,,,,1532,0,0,0,0,0,0,0,0,0
,,,,,,,1533,0,0,0,0,0,0,0,0,0
,,,,,,,1534,0,0,1,0,0,0,0,0,0
,,,,,,,1536,0,0,0,0,0,0,0,0,0
,,,,,,,1537,0,0,0,0,0,0,0,0,0
,,,,,,,1538,0.09999,0,0,0,0,0,86,0,2
,,,,,,,1535,0,0,0,0,0,0,0,0,0
A–1539,-35.780406,139.285037,706EC586-1940-4426-B500-0D3FDFF66905,2020-10-16,1,Ambulatory,1539,0.72908,2,0,1,9,0,212,0,53
,,,,,,,1540,0,1,0,0,0,0,0,0,0
,,,,,,,1541,0.56155,0,0,0,0,0,4,0,0
,,,,,,,1542,0.21459,0,0,0,5,0,254,0,5
,,,,,,,1543,0.01444,0,1,0,0,0,11,0,0
,,,,,,,1544,0.70454,0,0,1,6,0,377,0,72
,,,,,,,1545,0,0,0,0,0,0,0,0,0
,,,,,,,1546,0.04635,4,4,0,0,0,0,0,0
,,,,,,,1547,0.6202,4,2,1,2,0,239,0,72
,,,,,,,1548,3,0,0,1,1,0,83,0,8
,,,,,,,1549,0,8,0,0,0,0,0,0,0
,,,,,,,1550,0.25793,1,1,1,1,0,70,0,17
,,,,,,,951,0.41718,1,0,0,1,0,206,0,31
,,,,,,,952,0.28447,1,2,0,1,0,359,0,26
,,,,,,,953,0.0763,5,0,0,0,0,23,0,0
A–0a,-35.961592,139.517642,225B9027-F291-48A8-A5B5-6ECAF9AC369A,2020-10-15,0,Ambulatory,,,,,,,,,,
A–0b,-35.944939,139.496541,A30BE479-A52E-4F88-B9EF-52F63BEA3E88,2020-10-15,0,Ambulatory,,,,,,,,,,
A–0c,-35.933199,139.48462,3B4A2383-DBF5-4FD7-B5FD-435BD7982F57,2020-10-15,0,Ambulatory,,,,,,,,,,
